123,Patticak,  1016.00, 0000.00, 00850.00
456,R2D2,      0819.07,	0012.55, 00800.00
789,JoneSoda,  9000.00, 1000.00, 00000.00
101,Smithnwesn,8907.65, 8000.00, 16000.00
112,Lamplite,  2919.05, 1000.00, 03000.00 
131,Doubltems, 3020.50, 1000.00, 04000.00
415,Rmorall,   4009.97, 0400.00, 00000.00
161,Plantem,   3120.88, 0000.00, 00120.88
718,Lillee,    1019.98, 1019.98, 02000.00
192,Potteree,  2117.50, 2000.50, 03500.00
021,Corkstp,   2213.40, 2000.00, 04000.00
222,Wandabe,   1119.35, 0000.00, 01000.00
324,Astroturf, 1009.95, 1009.00, 02018.95
252,WinNoWel,  0922.23, 0500.00, 01300.00
272,Hafachnce, 1009.15, 1009.15, 01009.15
354,SparTon,   2021.00, 0100.00, 02000.00
555,BoKay,     1015.70, 1000.00, 02000.00
657,TTree,     1110.11, 1000.00, 02000.00
585,Pakr,      0324.55, 1000.00, 01000.00
960,Kandel,    1008.75, 1500.00, 02000.00
616,CleanEx,   2090.43, 2000.00, 04090.43
263,Souprbol,  3017.53, 0142.50, 03000.00
646,SureLee,   4014.25, 1042.25, 05000.00
566,Xploor,    5009.95, 5000.95, 10000.00
676,Teleefon,  6010.25, 4000.00, 09000.00
869,Sowdah,    7015.55,	0000.00, 07000.00
707,Gersea,    8012.00,	1988.00, 10000.00
717,Pynekone,  9022.25, 0000.00, 08000.00
273,DynKnoSor, 1000.54, 0500.00, 01000.54
747,Cyster,    0012.50, 0000.00, 00011.50
576,Patovgoal, 0219.50, 0100.00, 00119.50
777,Leyzbouy,  0322.24, 0000.00, 00300.00
879,Puhshbrum, 0417.80, 0500.00, 00900.00
808,Physh,     0519.65, 0015.50, 00535.00
818,Airphiltr, 0608.74, 0115.25, 00700.00
283,StareEo,   0711.15, 0020.00, 00700.00
848,Dun,       8015.00, 6000.00, 12015.00
100,HockKey,   4415.00, 4000.00, 08400.00
